"","case_no","visa_type","fy","last_event_date","case_status","n_requested","n_certified","is_certified","certification_begin_date","certification_end_date","job_title","employer_name","employer_state","employer_city","employer_address_1","employer_address_2","employer_postal_code","worksite_state","worksite_city","agent_name","organization_flag","is_duplicate"
"3072",NA,"H-2A",2016,2016-05-02,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-01","2016-11-30","FARMWORKER AND LABORER CROP","PINELAND FARMS / GILLESPIE FARMS DIV","ME","NEW GLOUCESTER","752 MAYALL ROAD",NA,"04260","ME","NEW GLOUCESTER","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3073",NA,"H-2A",2016,2016-05-03,"DETERMINATION ISSUED - CERTIFICATION",12,12,"True","2016-05-23","2016-12-15","FARMWORKER AND LABORER CROP","AHLHOLM INC","ME","WARREN","1986 WESTERN RD",NA,"04864","ME","WARREN","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3074",NA,"H-2A",2016,2016-05-04,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-05","2017-03-31","LOG TRUCK DRIVER, TRACTOR TRAILER","PASCAL LESSARD INC.","ME","RANGELEY","(STREET ADDRESS) 7 DEER MOUNTAIN ROAD, ADAMSTOWN TWP ME 04970-1289","(MAILING ADDRESS) PO BOX 1289, RANGELEY ME 04970-1289","04970-1289","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3075",NA,"H-2A",2016,2016-05-04,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-06-05","2017-03-31","DELIMBER OPERATOR","LOUIS LESSARD INC.","ME","RANGELEY","(STREET ADDRESS) 7 DEER MOUNTAIN ROAD, ADAMSTOWN TWP ME 04970-1289","(MAILING ADDRESS) PO BOX 1289, RANGELEY ME 04970-1289","04970-1289","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3076",NA,"H-2A",2016,2016-05-04,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-05","2017-03-31","LOG TRUCK DRIVER , TRACTOR TRAILER","LOUIS LESSARD INC.","ME","RANGELEY","(STREET ADDRESS) 7 DEER MOUNTAIN ROAD, ADAMSTOWN TWP ME 04970-1289","(MAILING ADDRESS) PO BOX 1289, RANGELEY ME 04970-1289","04970-1289","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3077",NA,"H-2A",2016,2016-05-04,"DETERMINATION ISSUED - CERTIFICATION",3,3,"True","2016-06-06","2017-04-01","FELLERBUNCHER OPERATOR","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"04936-6069","ME","Unorganized townships: around","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3078",NA,"H-2A",2016,2016-05-04,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-06-06","2016-12-25","FARM WORKER","EMMANOUIL KARAMOUSADAKIS","ME","WINTHROP","616 STANLEY ROAD",NA,"04364","ME","Winthrop",NA,"Individual Employer","False"
"3079",NA,"H-2A",2016,2016-05-09,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-05","2017-03-31","LOGGING TRACTOR OPERATOR/GRAPPLE SKIDDER OPERATOR","LOUIS LESSARD INC.","ME","RANGELEY","(STREET ADDRESS) 7 DEER MOUNTAIN ROAD, ADAMSTOWN TWP ME 04970-1289","(MAILING ADDRESS) PO BOX 1289, RANGELEY ME  04970-1289","04970-1289","ME","Unorganized townships:","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3080",NA,"H-2A",2016,2016-05-09,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-05","2017-03-31","CHIPPER OPERATOR","LOUIS LESSARD INC.","ME","RANGELEY","(STREET ADDRESS) 7 DEER MOUNTAIN ROAD, ADAMSTOWN TWP ME 04970-1289","(MAILING ADDRESS) PO BOX 1289, RANGELEY ME 04970-1289","04970-1289","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3081",NA,"H-2A",2016,2016-05-09,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-05","2017-03-31","OPERATING ENGINEER","LOUIS LESSARD INC.","ME","RANGELEY","(STREET ADDRESS) 7 DEER MOUNTAIN ROAD, ADAMSTOWN TWP ME 04970-1289","(MAILING ADDRESS) PO BOX 1289, RANGELEY ME 04970-1289","04970-1289","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3082",NA,"H-2A",2016,2016-05-10,"DETERMINATION ISSUED - CERTIFICATION",3,3,"True","2016-06-20","2017-04-13","LOG LOADER OPERATOR","TRUCKING GH INC.","ME","FORT KENT","(STREET ADDRESS) 3A MARQUIS ROAD, T15R15, AROOSTOOK COUNTY, MAINE","(MAILING ADDRESS) PO BOX 85, FORT KENT MAINE 04743","04743-0085","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3083",NA,"H-2A",2016,2016-05-16,"DETERMINATION ISSUED - CERTIFICATION",112,112,"True","2016-06-15","2016-10-31","FARM LABORER, CROP","EMERALD VALLEY RANCHES, LLC","ME","CARIBOU","PO BOX 717","498 WEST PRESQUE ISLE RD.","04736","ME","Caribou",NA,"Individual Employer","False"
"3084",NA,"H-2A",2016,2016-05-19,"DETERMINATION ISSUED - CERTIFICATION",3,3,"True","2016-06-20","2017-04-13","LOG TRUCK DRIVER TRACTOR TRAILER","TRUCKING GH INC.","ME","FORT KENT","(STREET ADDRESS) 3A MARQUIS ROAD, T15R15,","(MAILING ADDRESS) PO BOX 85, FORT KENT MAINE","04743-0085","ME","Unorganized townships:","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3085",NA,"H-2A",2016,2016-05-23,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-06-30","2016-10-30","FARMWORKER AND LABORER, CROP","GREENWOOD FARM","ME","BUCKFIELD","110 SOUTH HILL RD",NA,"04220","ME","BUCKFIELD","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3086",NA,"H-2A",2016,2016-05-31,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-07-01","2016-12-31","FARMWORKERS AND LABORERS, CROP","THE APPLE FARM","ME","FAIRFIELD","104 BACK ROAD",NA,"04937","ME","Fairfield","NEW ENGLAND APPLE COUNCIL:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3087",NA,"H-2A",2016,2016-06-01,"DETERMINATION ISSUED - CERTIFICATION",4,4,"True","2016-06-15","2017-04-15","CRANE/SLASHER OPERATOR","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"04936-6069","ME","Unorganized townships: around","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3088",NA,"H-2A",2016,2016-06-06,"DETERMINATION ISSUED - CERTIFICATION",119,119,"True","2016-07-09","2016-10-28","VEGETABLE HARVESTER/FIELD PACKER","SMITH'S FARM INC.","ME","PRESQUE ISLE","99 FORT ROAD, SUITE 1","MAILING: 99 FORT ROAD, SUITE 1 , PRESQUE ISLE ME  04769","04769","ME","Presque Isle","MAS LABOR H-2A, LLC:ELIZABETH WHITLEY","Individual Employer","False"
"3089",NA,"H-2A",2016,2016-06-07,"DETERMINATION ISSUED - CERTIFICATION",12,12,"True","2016-08-01","2016-12-15","FARMWORKER AND LABORER, CROP","RANDALL ORCHARDS INC","ME","STANDISH","1 RANDALL RD","PO BOX 145","04084","ME","Standish","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3090",NA,"H-2A",2016,2016-06-14,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-06-24","2017-04-01","LOG TRUCK DRIVER, TRACTOR TRAILER","NADEAU TRUCKING LLC","ME","ST. FRANCIS","154 MAIN STREET",NA,"04774","ME","Unorganized townships: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3091",NA,"H-2A",2016,2016-06-17,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-07-19","2016-10-15","CROP FARMWORKER","LAKE ROAD FARMS","ME","CARIBOU","33 CARIBOU LAKE RD",NA,"04736","ME","CARIBOU","FARMERS AID AMERICA:CAROL SCHICK","Individual Employer","False"
"3092",NA,"H-2A",2016,2016-06-20,"DETERMINATION ISSUED - CERTIFICATION EXPIRED",2,2,"True","2016-07-25","2016-08-31","MECHANICAL HARVESTER OPERATOR","HENNESSEY BROTHERS","ME","NORTHFIELD","P.O. BOX 313","60 GOLDEN SHORE DRIVE","04654","ME","Whitneyville",NA,"Individual Employer","False"
"3093",NA,"H-2A",2016,2016-06-23,"DETERMINATION ISSUED - CERTIFICATION",3,3,"True","2016-08-01","2016-10-29","FARMWORKERS AND LABORERS, CROP","KELLY ORCHARDS","ME","ACTON","82 SANBORN RD","BX 48","04001","ME","Acton","NEW ENGLAND APPLE COUNCIL:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3094",NA,"H-2A",2016,2016-06-28,"DETERMINATION ISSUED - CERTIFICATION EXPIRED",125,125,"True","2016-07-29","2016-08-17","MECHANICAL HARVESTER OPERATOR","CHERRYFIELD FOODS, INC.","ME","CHERRYFIELD","320 RIDGE ROAD",NA,"04622","ME","Cherryfield",NA,"Individual Employer","False"
"3095",NA,"H-2A",2016,2016-07-07,"DETERMINATION ISSUED - CERTIFICATION",10,10,"True","2016-09-01","2016-11-05","FARMWORKERS AND LABORERS, CROP","THE APPLE FARM","ME","FAIRFIELD","104 BACK ROAD",NA,"04937","ME","Fairfield","NEW ENGLAND APPLE COUNCIL:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3096",NA,"H-2A",2016,2016-07-13,"DETERMINATION ISSUED - CERTIFICATION",4,4,"True","2016-08-22","2016-11-01","FARMWORKER AND LABORER, CROP","EVERETT T DIMOCK","ME","MADISON","97 ORCHARD ROAD",NA,"04950","ME","MADISON","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3097",NA,"H-2A",2016,2016-07-14,"DETERMINATION ISSUED - CERTIFICATION",4,4,"True","2016-08-15","2016-11-15","FARMWORKER AND LABORER, CROP","GILES FAMILY FARM INC","ME","ALFRED","139 WATERBORO RD","PO BOX 634","04002","ME","Alfred","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3098",NA,"H-2A",2016,2016-07-15,"DETERMINATION ISSUED - CERTIFICATION",52,52,"True","2016-08-24","2016-10-31","FARMWORKER AND LABORER, CROP","RICKER HILL ORCHARDS","ME","TURNER","11 RICKER HILL RD",NA,"04282","ME","hartford","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3099",NA,"H-2A",2016,2016-07-18,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-09-01","2016-11-01","FARMWORKER AND LABORER, CROP","ROWE ORCHARDS","ME","NEWPORT","39 PALMER RD",NA,"04953","ME","NEWPORT","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3100",NA,"H-2A",2016,2016-07-19,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-08-20","2016-11-01","FARMWORKER AND LABORER, CROP","ROWE ORCHARDS","ME","NEWPORT","39 PALMER RD",NA,"04953","ME","NEWPORT","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3101",NA,"H-2A",2016,2016-07-20,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-09-08","2016-11-01","FARMWORKER AND LABORER, CROP","ROWE ORCHARDS","ME","NEWPORT","39 PALMER RD",NA,"04953","ME","NEWPORT","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3102",NA,"H-2A",2016,2016-07-28,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-08-29","2017-03-31","FELLERBUNCHER OPERATOR","EDMOND ROY & SONS INC.","ME","JACKMAN","(STREET ADDRESS) T7R13, PISCATAQUIS COUNTY, ME 04737-9998","(MAILING ADDRESS) PO BOX 192 JACKMAN ME 04945-0192","04945-0192","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3103",NA,"H-2A",2016,2016-07-29,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-08-29","2017-03-31","LOG TRUCK DRIVER , TRACTOR TRAILER","EDMOND ROY & SONS INC.","ME","JACKMAN","(STREET ADDRESS) T7R13, PISCATAQUIS COUNTY, ME 04737-9998","(MAILING ADDRESS) PO BOX 192 JACKMAN ME 04945-0192","04945-0192","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3104",NA,"H-2A",2016,2016-08-01,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-09-01","2017-04-08","PROCESSOR OPERATOR","CONIFOR INC.","ME","FORT KENT","(STREET ADDRESS) 286 WEST MAIN STREET, SUITE 102","(PHYSICAL ADDRESS) ST JUST INTERNATIONAL BORDER #3:","04743-1417","ME","Various Unorganized townships","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3105",NA,"H-2A",2016,2016-08-01,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-09-01","2017-04-08","FORWARDER OPERATOR","CONIFOR INC.","ME","FORT KENT","(STREET ADDRESS) 286 WEST MAIN STREET, SUITE 102","(PHYSICAL ADDRESS) ST JUST INTERNATIONAL BORDER #3; T10R17:","04743-1417","ME","Various Unorganized townships","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3106",NA,"H-2A",2016,2016-08-04,"DETERMINATION ISSUED - CERTIFICATION",5,5,"True","2016-09-15","2016-11-03","FARMWORKER AND LABORER, CROP","BRACKETT ORCHARDS","ME","LIMINGTON","224 SOKKIS AVE",NA,"04049","ME","LIMINGTON","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3107",NA,"H-2A",2016,2016-08-05,"DETERMINATION ISSUED - CERTIFICATION",60,60,"True","2016-09-10","2016-11-07","FARMWORKER AND LABORER, CROP","COOPER FARMS INC","ME","WEST PARIS","27 BETHEL RD",NA,"04289","ME","west paris","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3108",NA,"H-2A",2016,2016-08-08,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-08-25","2016-10-30","FARMWORKER AND LABORER, CROP","GREENWOOD FARM","ME","BUCKFIELD","110 SOUTH HILL RD",NA,"04220","ME","BUCKFIELD","NEW ENGLAND APPLE COUNCIL INC:JOSEPH YOUNG","Association - Filing as Agent (H-2A Only)","False"
"3109",NA,"H-2A",2016,2016-08-22,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-09-26","2017-04-01","OPERATING ENGINEER","LES ENTREPRISES FORESTIERES G. DOYON LTEEE","ME","JACKMAN","(STREET ADDRESS) 30 PLEASANT STREET, JACKMAN MAINE 04945-4012","(MAILING ADDRESS) PO BOX 146, JACKMAN MAINE 0495","04945","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3110",NA,"H-2A",2016,2016-08-24,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-09-26","2017-04-01","CRANE/SLASHER OPERATOR","LES ENTREPRISES FORESTIERES G. DOYON LTEEE","ME","JACKMAN","(STREET ADDRESS) 30 PLEASANT STREET, JACKMAN MAINE 04945-4012","(MAILING ADDRESS) PO BOX 146, JACKMAN MAINE 04945","04945","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3111",NA,"H-2A",2016,2016-09-07,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-09-26","2017-04-01","LOG TRUCK DRIVER TRACTOR TRAILER","LES ENTREPRISES FORESTIERES G. DOYON LTEE","ME","JACKMAN","(STREET ADDRESS) 30 PLEASANT STREET, JACKMAN MAINE 04945-4012","(MAILING ADDRESS) PO BOX 146, JACKMAN MAINE 04945","04945","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3112",NA,"H-2A",2016,2016-09-13,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-10-17","2017-04-01","OPERATING ENGINEER","DAAQUAM LUMBER INC.","ME","JACKMAN","(STREET ADDRESS) 12 DAISY LANE, HAMPDEN MAINE 04444","(MAILING ADDRESS) PO BOX 67, JACKMAN MAINE 04945","04945","ME","Unorganized townships:","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3113",NA,"H-2A",2016,2016-09-15,"DETERMINATION ISSUED - CERTIFICATION",1,1,"True","2016-10-17","2017-04-01","LOG LOADER OPERATOR","DAAQUAM LUMBER INC.","ME","JACKMAN","(STREET ADDRESS) 12 DAISY LANE, HAMPDEN MAINE 04444","(MAILING ADDRESS) PO BOX 67, JACKMAN MAINE 04945","04945","ME","Unorganized townships: (see","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3114",NA,"H-2A",2016,2016-09-26,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-11-02","2017-03-31","FELLERBUNCHER OPERATOR","YPC FOREST ENTERPRISE INC.","ME","JACKMAN","(STREET ADDRESS) 16, MERRIWEATHER WAY, T5R20, WELLS MAINE 04945","(MAILING ADDRESS) PO BOX 306, JACKMAN MAINE 04945","04945","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3115",NA,"H-2A",2016,2016-09-27,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-11-02","2017-03-31","DELIMBER OPERATOR","YPC FOREST ENTERPRISE INC.","ME","JACKMAN","(STREET ADDRESS) 16, MERRIWEATHER WAY, T5R20, WELLS MAINE 04945","(MAILING ADDRESS) PO BOX 306, JACKMAN MAINE 04945","04945","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3116",NA,"H-2A",2016,2016-09-28,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-11-02","2017-03-31","OPERATING ENGINEER","YPC FOREST ENTERPRISE INC.","ME","JACKMAN","(STREET ADDRESS) 16, MERRIWEATHER WAY, T5R20, WELLS MAINE 04945","(MAILING ADDRESS) PO BOX 306, JACKMAN MAINE 04945","04945","ME","Jackman","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3117",NA,"H-2A",2016,2016-09-28,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-11-02","2017-03-31","LOGGING TRACTOR OPERATOR/GRAPPLE SKIDDER OPERATOR","YPC FOREST ENTERPRISE INC.","ME","JACKMAN","(STREET ADDRESS) 16, MERRIWEATHER WAY, T5R20, WELLS MAINE 04945","(MAILING ADDRESS) PO BOX 306, JACKMAN MAINE 04945","04945","ME","Unorganized township:","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3118",NA,"H-2A",2016,2016-09-30,"DETERMINATION ISSUED - CERTIFICATION",2,2,"True","2016-11-02","2017-03-31","LOG TRUCK DRIVER TRACTOR TRAILER","YPC FOREST ENTERPRISE INC.","ME","JACKMAN","(STREET ADDRESS) 16, MERRIWEATHER WAY, T5R20, WELLS MAINE 04945","(MAILING ADDRESS) PO BOX 306, JACKMAN MAINE 04945","04945","ME","Unorganized township: nearest","NORTH RIDGE SERVICES D/B/A LEW RIOUX CO.:MELINDA BOUCHER","H-2A Labor Contractor or Job Contractor","False"
"3119",NA,"H-2B",2016,2015-10-05,"PARTIAL CERTIFICATION EXPIRED",30,26,"True","2015-11-01","2016-06-30","PRODUCE PACKER","GF MARKETING, INC.","ME","CARIBOU","P.O. BOX 1135","3 GEORGE WATSON MEMORIAL DRIVE","04736","ME","Caribou",NA,NA,NA
"3120",NA,"H-2B",2016,2015-10-07,"CERTIFICATION EXPIRED",30,30,"True","2015-11-01","2016-06-18","MAPLE TREE TAPPER, LABORER","ALLAGASH MAPLE PRODUCTS INC.","ME","SKOWHEGAN","888 BIGELOW HILL ROAD",NA,"04976","ME","Jackman","IMMIGRATION LAW GROUP, LLC:JAMES O'KEEFE",NA,NA
"3121",NA,"H-2B",2016,2015-11-30,"CERTIFICATION EXPIRED",55,55,"True","2016-01-01","2016-06-04","MAPLE TREE TAPPER, LABORER","ALLAGASH MAPLE PRODUCTS INC.","ME","SKOWHEGAN","888 BIGELOW HILL ROAD",NA,"04976","ME","Jackman","IMMIGRATION LAW GROUP, LLC:JAMES O'KEEFE",NA,NA
"3122",NA,"H-2B",2016,2016-01-07,"WITHDRAWN",5,0,"False","2016-05-11","2016-10-19","HOUSEKEEPER","R.A.S.  MOTEL CORP","ME","OGUNQUIT","548 MAIN ST","PO BOX 836","03907","ME","OGUNQUIT",NA,NA,NA
"3123",NA,"H-2B",2016,2016-01-22,"WITHDRAWN",8,0,"False","2016-04-15","2016-11-01","HOUSEKEEPER","SACO NO.1, LLC","ME","SACO","48 INDUSTRIAL PARK ROAD",NA,"04072","ME","Saco","GLOBAL EMPLOYMENT SERVICES, INC.:ROBERT LALTOO",NA,NA
"3124",NA,"H-2B",2016,2016-01-29,"CERTIFICATION",35,35,"True","2016-03-01","2016-11-30","HOUSEKEEPER","ANCHORAGE MOTOR INNS OF YORK INC","ME","YORK BEACH","PO BOX 1329","265 LONG BEACH AVE","03910","ME","York Beach",NA,NA,NA
"3125",NA,"H-2B",2016,2016-02-01,"WITHDRAWN",24,0,"False","2016-05-01","2016-11-05","HOUSEKEEPER","BOUGHTON HOTEL CORPORATION","ME","KENNEBUNKPORT","140 OCEAN AVE","PO BOX 511","04046","ME","KENNEBUNKPORT","GLOBAL EMPLOYMENT SERVICES, INC.:ROBERT LALTOO",NA,NA
"3126",NA,"H-2B",2016,2016-02-05,"CERTIFICATION",5,5,"True","2016-03-01","2016-11-30","LANDSCAPE PAVERS","PISCATAQUA LANDSCAPING AND TREE SERVICE","ME","ELIOT","26 MACLELLAN LANE",NA,"03903","ME","Eliot","FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA:ROBIN SVEC",NA,NA
"3127",NA,"H-2B",2016,2016-02-16,"WITHDRAWN",2,0,"False","2016-05-15","2016-11-01","SERVER/HOST","BLAZE BAR HABOR, LLC","ME","BAR HARBOR","198 MAIN ST",NA,"04609","ME","Bar Harbor","LANDIS ARN & JAYNES, P.A.:MARCUS JAYNES",NA,NA
"3128",NA,"H-2B",2016,2016-02-18,"WITHDRAWN",20,0,"False","2016-04-01","2016-11-14","SERVER","SUN N SURF RESTAURANT OF YORK INC","ME","YORK BEACH","PO BOX 1329","265 LONG BEACH AVE","03910","ME","York Beach",NA,NA,NA
"3129",NA,"H-2B",2016,2016-02-19,"CERTIFICATION",19,19,"True","2016-03-13","2016-12-13","LANDSCAPE LABORER","PATTEN GROUNDS CARE INC","ME","OGUNQUIT","PO BOX 801","297 CLAYTON ROAD","03907","ME","OGUNQUIT","U.S. AMERICANS INC:JOHN GISMONDI",NA,NA
"3130",NA,"H-2B",2016,2016-02-23,"CERTIFICATION",2,2,"True","2016-04-01","2016-11-15","HOUSEKEEPING","GREY HAVENS INN","ME","KENNEBUNK","PO BOX 1307","96 SEGUINLAND ROAD","04043","ME","GEORGETOWN","U.S. AMERICANS INC:JOHN GISMONDI",NA,NA
"3131",NA,"H-2B",2016,2016-02-23,"CERTIFICATION",8,8,"True","2016-04-01","2016-11-30","HOUSEKEEPING","ELMWOOD HOTEL","ME","WELLS","1351 POST ROAD",NA,"04090","ME","WELLS","U.S. AMERICANS INC:JOHN GISMONDI",NA,NA
"3132",NA,"H-2B",2016,2016-02-24,"CERTIFICATION",2,2,"True","2016-04-01","2016-11-10","HOTEL DESK CLERK","THE MEADOWMERE RESORT","ME","OGUNQUIT","74 MAIN STREET",NA,"03907","ME","OGUNQUIT","GLOBAL EMPLOYMENT SERVICES, INC.:ROBERT LALTOO",NA,NA
"3133",NA,"H-2B",2016,2016-02-25,"CERTIFICATION",11,11,"True","2016-04-01","2016-10-31","HOUSEKEEPER","RIVERSIDE HOTEL AND MOTEL","ME","OGUNQUIT","50 RIVERSIDE LANE","PO BOX 2244","03907","ME","Ogunquit","GLOBAL EMPLOYMENT SERVICES, INC.:ROBERT LALTOO",NA,NA
"3134",NA,"H-2B",2016,2016-02-26,"PARTIAL CERTIFICATION",6,5,"True","2016-04-01","2016-11-10","SHORT ORDER COOK","THE MEADOWMERE RESORT","ME","OGUNQUIT","74 MAIN STREET",NA,"03907","ME","OGUNQUIT","GLOBAL EMPLOYMENT SERVICES, INC.:ROBERT LALTOO",NA,NA
"3135",NA,"H-2B",2016,2016-02-29,"WITHDRAWN",2,0,"False","2016-04-01","2016-11-30","SPECIALITY COOK","ST. ANTHONY'S MONASTERY ASSOCIATION INC","ME","KENNEBUNK","PO BOX 273","26 BEACH AVENUE","04043","ME","KENNEBUNK","U.S. AMERICANS INC:JOHN GISMONDI",NA,NA
"3136",NA,"H-2B",2016,2016-03-01,"CERTIFICATION",8,8,"True","2016-04-01","2016-11-30","KITCHEN WORKER","GALYN'S GALLEY","ME","BAR HARBOR","17 MAIN STREET","P.O BOX 411","04609","ME","Bar Harbor","LAW OFFICE OF MICHELE CONTRERAS, LLC:MICHELE CONTRERAS",NA,NA
"3137",NA,"H-2B",2016,2016-03-02,"CERTIFICATION",4,4,"True","2016-04-01","2016-11-30","COOK","GALYN'S GALLEY","ME","BAR HARBOR","17 MAIN STREET","P.O BOX 411","04609","ME","Bar Harbor","LAW OFFICE OF MICHELE CONTRERAS, LLC:MICHELE CONTRERAS",NA,NA
