Amount,Candidate or committee,Candidate,Date,Employer,Number of Records,Occupation,Purpose,Recipient,Source,Table Name,Type of contribution
250,Mayhew,Mayhew Mary C.,5/4/00,Me Hospital Assn,1,,,"Fisher, Charles D",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,11/21/00,,1,Lobbyist,,"Saxl, Jane W",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,10/26/02,"Self,",1,Consultant,,"Baldacci, John E",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,10/27/04,,1,Lobbyist,,Maine Republican Party,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
1000,Mayhew,Mayhew Mary C.,9/3/08,Maine Hospital Association,1,"Vp, Government Affairs",Monetary (Itemized),Friends Of Maine Hospitals,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
200,Mayhew,Mayhew Mary C.,10/17/08,Maine Hospital Association,1,Govt Relations,Monetary (Itemized),Pingree Leadership Fund,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,10/21/08,Me Hospital Association,1,Government Relations,,"Brannigan, Joseph C",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,4/7/09,Maine Hospital Association,1,Lobbyist,,Michael H Michaud,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,10/14/09,Maine Hospital Association,1,Vice President,Monetary (Itemized),Friends Of Maine Hospitals,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
200,Mayhew,Mayhew Mary C.,12/7/09,Maine Hospital Association,1,Lobbyist,,Michael H Michaud,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
140,Mayhew,Mayhew Mary C.,12/8/09,Maine Hospital Association,1,Lobbyist,,Maine Senate Republican Majority,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,3/24/10,Maine Hospital Association,1,Vice President,,"Mcgowan, Patrick K",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
200,Mayhew,Mayhew Mary C.,4/12/10,Maine Hospital Association,1,Government Affairs,,"Abbott, Steven W",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
1000,Mayhew,Mayhew Mary C.,5/4/14,State Of Maine,1,Government/civil,Individual; Monetary (Itemized),Paul R Lepage,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,9/9/14,State Of Maine,1,Government/civil,Individual,Paul R Lepage,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,10/22/14,State Of Maine,1,Commissioner,,Poliquin For Congress,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,10/15/15,State Of Maine,1,Government/civil,,Eric L Brakey,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,6/6/17,None,1,Government/civil Consultant,,"Mayhew, Mary C",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
-100,Mayhew,Mayhew Mary C.,6/6/17,Self-employed,1,Government/civil Consultant,Offset due to update of filed item,"Mayhew, Mary C",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
100,Mayhew,Mayhew Mary C.,6/6/17,Self-employed,1,Government/civil Consultant,,"Mayhew, Mary C",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
250,Mayhew,Mayhew Mary C.,12/19/01,,1,Maine Hospital Association/vice Pre,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,10/22/02,,1,Maine Hospital Association/vice Pre,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,12/31/02,,1,Maine Hospital Association/vice Pre,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,11/10/03,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,10/25/04,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,9/14/05,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,8/31/06,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,9/21/07,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,9/4/08,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,10/19/09,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,11/8/17,,1,Consultant,,Maine Republican Party,Opensecrets.org,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,12/8/17,,1,Consultant,,Maine Republican Party,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,11/3/04,,1,,,"Knight, L Gary",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Moody,Moody Shawn,9/16/02,,1,,,"Maietta Jr, Louis B",National Institute on Money in State Politics,republican-candidate-contributions.csv,Business
750,Moody,Moody Shawn,7/28/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Business
500000,Moody,Moody Shawn,4/21/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
43,Moody,Moody Shawn,8/5/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
25,Moody,Moody Shawn,8/5/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
190,Moody,Moody Shawn,8/5/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
23,Moody,Moody Shawn,8/6/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
98,Moody,Moody Shawn,8/6/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
98,Moody,Moody Shawn,8/6/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
48,Moody,Moody Shawn,8/7/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
3,Moody,Moody Shawn,8/7/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
138,Moody,Moody Shawn,8/7/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
6325,Moody,Moody Shawn,11/16/10,,1,,,"Moody, Shawn H",National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
350,Moody,Moody Shawn,10/17/12,Moody Collision,1,Self,,"Mattingly, Matt",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
1000,Moody,Moody Shawn,6/27/13,Moodys Collision,1,Owner,RECEIPT,Collins For Senator,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Moody,Moody Shawn,9/20/13,Moodys Collision,1,Owner,,Collins For Senator,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
750,Moody,Moody Shawn,12/16/13,Moodys Collision,1,Owner,,Collins For Senator,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
189,Moody,Moody Shawn,6/4/14,Moody's Collision,1,Automotive Industry,Monetary (Itemized); Individual,Patricia J Gagne,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
-189,Moody,Moody Shawn,6/4/14,Moody's Collision,1,Automotive Industry,Monetary (Itemized); Offset due to update of filed item,Patricia J Gagne,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
200,Moody,Moody Shawn,6/4/14,Moody's Collision,1,Automotive Industry,Monetary (Itemized),Patricia J Gagne,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Moody,Moody Shawn,7/11/14,Real Estate Holdings Llc,1,Business Owner,,Poliquin For Congress,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Moody,Moody Shawn,8/25/14,Moody's Collision Center,1,Automotive Industry,Monetary (Itemized); CONTRIBUTION,"Davis, Debi A",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Moody,Moody Shawn,9/8/14,Self,1,Automotive Industry,Monetary (Itemized),Michael J Willette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Moody,Moody Shawn,10/6/14,"Moody's Collision Centers, Inc",1,Automotive Industry,Monetary (Itemized),"Snow, Richard Vinton",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Moody,Moody Shawn,10/7/14,Moody Collision,1,Automotive Industry,Monetary (Itemized); CONTRIBUTION,"Titcomb, Lewis Bonnie",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Moody,Moody Shawn,3/24/16,Moodys Collision,1,Owner,,Ande For Maine,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Moody,Moody Shawn,3/29/16,Moody's,1,Self-employed,,Poliquin For Congress,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
250,Moody,Moody Shawn,7/26/16,Moody's Collision,1,Automotive Industry,,Amy F Volk,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
1000,Moody,Moody Shawn,8/4/16,Moody's,1,Self-employed,,Poliquin For Congress,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
530,Moody,Moody Shawn,7/16/12,,1,Moody's Collision Centers,,Esop Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
530,Moody,Moody Shawn,9/6/17,,1,Moody's Collision Centers,,Esop Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Moody,Moody Shawn,7/15/10,Moody's Collision,1,Owner,Monetary (Itemized),Associated Builders And Contractors Of Maine Pac,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
500,Moody,Moody Shawn,12/11/17,Moody's Collision Centers,1,Automotive Industry,Monetary (Itemized),Momentum Maine,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,4/13/94,"Self,",1,,,"Collins, Susan M",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
195,Hayes,Terry Hayes,7/8/94,Rebed,1,Owner,,"Collins, Susan M",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Caron,"Caron, Alan R",10/23/01,Caron Communication,1,Strategic Advisor,,"Baldacci, John E",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
300,Jenkins,"Jenkins, John T.",4/24/02,,1,,,"Jenkins, John T.",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
250,Caron,"Caron, Alan R",5/21/02,,1,Caron Communications Inc/strategic,,"Faircloth, Sean (d)",Opensecrets.org,unenrolled-candidate-contributions.csv,Personal
250,Caron,"Caron, Alan R",5/30/02,Caron Communications,1,Strategic Advisor,,"Baldacci, John E",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
250,Caron,"Caron, Alan R",6/5/02,,1,Caron Communications Inc/strategic,,"Faircloth, Sean (d)",Opensecrets.org,unenrolled-candidate-contributions.csv,Personal
250,Caron,"Caron, Alan R",6/10/02,,1,Caron Communication,,"Pingree, Chellie (d)",Opensecrets.org,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,4/12/06,,1,,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
25,Capron,"Capron, Kenneth A",1/23/08,,1,,,"Capron, Kenneth A",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
75,Capron,"Capron, Kenneth A",2/8/08,,1,,,"Capron, Kenneth A",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
75,Hayes,Terry Hayes,4/1/08,,1,,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
100,Hayes,Hayes & Associates,7/22/09,,1,,Monetary (Itemized),House Democratic Campaign Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,Business
150,Hayes,Terry Hayes,11/19/09,State Of Maine,1,Legislator,,"Rowe, Steve",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
28,Capron,"Capron, Kenneth A",3/7/10,,1,,,"Capron, Kenneth A",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
200,Hayes,"Hayes, Stephen & Teresea",3/31/10,,1,,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
57,Hayes,Terry Hayes,4/19/10,State Of Maine,1,Legislator,,"Rowe, Steve",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
51,Hayes,Terry Hayes,6/4/10,"Self,",1,Guardian Ad Litem/legislator,,"Rowe, Steve",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,6/14/10,Self-employed,1,Guardian Ad Litem,Monetary (Itemized),Maine Women's Leadership Pac,Maine Ethics Commission,unenrolled-candidate-contributions.csv,Personal
100,Hayes For Me,Hayes For Me,11/9/11,,1,,,Protect Maine Votes Pac,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
5000,Hayes For Me Pac,Hayes For Me Pac,12/30/11,,1,,,House Democratic Campaign Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
25,Hayes,Terry Hayes,1/9/12,,1,,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
196,Hayes,Teresea Hayes (earmarked Contribution For Maine Democratic State Committee),4/3/12,State Of Maine,1,State Representative,Monetary (Itemized),Maine Democratic State Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,4/3/12,State Of Maine,1,State Representative,,"Hayes, Harry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
200,Hayes For Me,Hayes For Me,7/6/12,,1,,,Henry E M  Beck,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
205,Hayes,Terry Hayes,7/10/12,State Of Maine,1,State Legislator,,"Wagner, Joseph Andrew",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Hayes For Me,Hayes For Me,7/10/12,,1,,,Adam H Spey,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
30,Hayes,Terry Hayes,7/22/12,State Of Maine,1,Legistator,,"Jenkins, Michael L",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
25,Hayes,Terry Hayes,8/9/12,Maine Legislature,1,Representative,,"Mclean, Andrew",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
10,Hayes,Teresea Hayes (earmarked Contribution For Committee To Elect Teresea Hayes),8/15/12,Self,1,Guardian Ad Litem,Monetary (Itemized),Committee To Elect Teresea Hayes,Maine Ethics Commission,unenrolled-candidate-contributions.csv,Personal
10,Hayes,Terry Hayes,8/15/12,,1,,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
100,Hayes,Terry Hayes,8/15/12,,1,,,"Morrison, Terry K",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
250,Terry Hayes Pac,Terry Hayes Pac,8/17/12,,1,,,Oxford County Democratic Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
8500,Hayes For Me Pac,Hayes For Me Pac,9/6/12,,1,,,House Democratic Campaign Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
5000,Hayes For Me Pac,Hayes For Me Pac,10/2/12,,1,,,House Democratic Campaign Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
5000,Hayes For Me Pac,Hayes For Me Pac,10/10/12,,1,,,House Democratic Campaign Committee,Maine Ethics Commission,unenrolled-candidate-contributions.csv,PAC
100,Caron,"Caron, Alan R",10/12/12,Business Owners,1,Information Requested,,Mainers United For Marriage,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
145,Hayes,Teresea Hayes (earmarked Contribution For Wagner For Maine House District 139),10/12/12,State Of Maine,1,Legislator,Monetary (Itemized),Wagner For Maine House District 139,Maine Ethics Commission,unenrolled-candidate-contributions.csv,Personal
250,Hayes,Terry Hayes,10/24/12,State Of Maine,1,Legislator,,"Evangelos, Jeffrey P",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,6/26/14,State Of Maine,1,Other; Legislator,,"Cutler, Eliot R",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
25,Hayes,Terry Hayes,7/8/14,State Of Maine,1,Government/civil; Legislator,Monetary (Itemized); SEED MONEY,"Tepler, Denise A",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
250,Hayes,Terry Hayes,7/14/14,State Of Maine,1,Other; Legislator,,"Cutler, Eliot R",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,9/15/14,Cutler For Maine,1,Consultant,Monetary (Itemized),"Harlow, Denise Patricia",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
50,Hayes,Terry Hayes,9/16/14,State Of Maine,1,Other; Legislator,Individual,"Cutler, Eliot R",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
50,Hayes,Terry Hayes,10/20/14,State Of Maine,1,Other,,"Cutler, Eliot R",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
50,Hayes,Terry Hayes,10/23/14,State Of Maine,1,Other; Legislator,,"Cutler, Eliot R",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,6/23/15,State Of Maine,1,Other,,Committee For Ranked Choice Voting,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
25,Caron,"Caron, Alan R",6/29/15,Caron Communications,1,Media/public Relations,,Maine Citizens For Clean Elections,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
50,Hayes,Terry Hayes,10/6/15,State Of Maine,1,Other; State Treasurer,,Committee For Ranked Choice Voting,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
50,Hayes,Terry Hayes,11/6/15,State Of Maine,1,Other; State Treasurer,,Committee For Ranked Choice Voting,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Caron,"Caron, Alan R",4/2/16,"Egan, Caron",1,Consultant,SEED MONEY,"Chassie, Barbara R",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
100,Hayes,Terry Hayes,8/4/16,State Of Maine,1,Other; State Treasurer,,Committee For Ranked Choice Voting,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
50,Hayes,Terry Hayes,11/2/16,State Of Maine,1,Other; State Treasurer,,Committee For Ranked Choice Voting,National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Personal
10,Hayes,Terry Hayes,5/13/17,State Of Maine,1,Government/civil,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
75,Hayes,Terry Hayes,5/13/17,State Of Maine,1,Government/civil,,"Hayes, Terry",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
38,Caron,"Caron, Alan R",9/11/17,Caron Communications,1,Consultant,DOMAIN NAME PURCHASE,"Caron, Alan",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
5,Caron,"Caron, Alan R",9/11/17,Caron Communications,1,Consultant,DOMAIN NAME PURCHASE,"Caron, Alan",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
1000,Caron,"Caron, Alan R",9/20/17,Caron Communications,1,Consultant,,"Caron, Alan",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
25000,Caron,"Caron, Alan R",12/12/17,Caron Communications,1,Consultant,,"Caron, Alan",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
149000,Caron,"Caron, Alan R",12/30/17,Caron Communications,1,Consultant,,"Caron, Alan",National Institute on Money in State Politics,unenrolled-candidate-contributions.csv,Self-financing
